[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1482] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,37]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 3; POS: 25,56]; Defender #3: [DIR: 1; POS: 79,56]; 
[Tick #1483] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,36]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 2; POS: 24,56]; Defender #3: [DIR: 1; POS: 80,56]; 
[Tick #1484] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,36]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 2; POS: 24,56]; Defender #3: [DIR: 1; POS: 80,56]; 
[Tick #1485] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,35]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 2; POS: 24,57]; Defender #3: [DIR: 1; POS: 81,56]; 
[Tick #1486] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,35]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 2; POS: 24,57]; Defender #3: [DIR: 1; POS: 81,56]; 
[Tick #1487] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,34]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 2; POS: 24,58]; Defender #3: [DIR: 1; POS: 82,56]; 
[Tick #1488] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,34]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 2; POS: 24,58]; Defender #3: [DIR: 1; POS: 82,56]; 
[Tick #1489] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,33]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 2; POS: 24,59]; Defender #3: [DIR: 1; POS: 83,56]; 
[Tick #1490] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,33]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 2; POS: 24,59]; Defender #3: [DIR: 1; POS: 83,56]; 
[Tick #1491] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 36,32]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 2; POS: 24,60]; Defender #3: [DIR: 2; POS: 84,56]; 
[Tick #1492] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 36,32]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 2; POS: 24,60]; Defender #3: [DIR: 2; POS: 84,56]; 
[Tick #1493] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 37,32]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 2; POS: 84,57]; 
[Tick #1494] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 37,32]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 2; POS: 84,57]; 
[Tick #1495] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 38,32]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 2; POS: 84,58]; 
[Tick #1496] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 38,32]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 2; POS: 84,58]; 
[Tick #1497] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 39,32]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 2; POS: 84,59]; 
[Tick #1498] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 39,32]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 2; POS: 84,59]; 
[Tick #1499] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 40,32]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 2; POS: 84,60]; 
[Tick #1500] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 40,32]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 2; POS: 84,60]; 
[Tick #1501] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 41,32]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 2; POS: 84,61]; 
[Tick #1502] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 41,32]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 2; POS: 84,61]; 
[Tick #1503] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 42,32]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 2; POS: 84,62]; 
[Tick #1504] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 42,32]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 2; POS: 84,62]; 
[Tick #1505] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 43,32]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 2; POS: 84,63]; 
[Tick #1506] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 43,32]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 2; POS: 84,63]; 
[Tick #1507] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 44,32]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 2; POS: 84,64]; 
[Tick #1508] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 44,32]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 2; POS: 84,64]; 
[Tick #1509] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 45,32]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 2; POS: 84,65]; 
[Tick #1510] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 45,32]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 2; POS: 84,65]; 
[Tick #1511] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 46,32]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 2; POS: 84,66]; 
[Tick #1512] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 46,32]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 2; POS: 84,66]; 
[Tick #1513] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 47,32]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 2; POS: 84,67]; 
[Tick #1514] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 47,32]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 2; POS: 84,67]; 
[Tick #1515] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,32]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 84,68]; 
[Tick #1516] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,32]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 84,68]; 
[Tick #1517] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,31]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 85,68]; 
[Tick #1518] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,31]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 85,68]; 
[Tick #1519] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,30]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 86,68]; 
[Tick #1520] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,30]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 86,68]; 
[Tick #1521] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,29]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 87,68]; 
[Tick #1522] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,29]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 87,68]; 
[Tick #1523] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,28]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 1; POS: 88,68]; 
[Tick #1524] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,28]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 1; POS: 88,68]; 
[Tick #1525] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,27]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 1; POS: 89,68]; 
[Tick #1526] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,27]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 1; POS: 89,68]; 
[Tick #1527] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,26]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 1; POS: 90,68]; 
[Tick #1528] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,26]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 1; POS: 90,68]; 
[Tick #1529] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,25]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 1; POS: 91,68]; 
[Tick #1530] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,25]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 1; POS: 91,68]; 
[Tick #1531] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,24]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 1; POS: 92,68]; 
[Tick #1532] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,24]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 1; POS: 92,68]; 
[Tick #1533] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,23]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 1; POS: 93,68]; 
[Tick #1534] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,23]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 1; POS: 93,68]; 
[Tick #1535] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,22]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 1; POS: 94,68]; 
[Tick #1536] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,22]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 1; POS: 94,68]; 
[Tick #1537] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,21]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 1; POS: 95,68]; 
[Tick #1538] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,21]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 1; POS: 95,68]; 
[Tick #1539] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,20]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #1540] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,20]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #1541] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,19]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #1542] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,19]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #1543] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,18]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #1544] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,18]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #1545] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,17]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 2; POS: 96,71]; 
[Tick #1546] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,17]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 2; POS: 96,71]; 
[Tick #1547] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 48,16]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 2; POS: 96,72]; 
[Tick #1548] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 48,16]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 2; POS: 96,72]; 
[Tick #1549] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 49,16]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 2; POS: 96,73]; 
[Tick #1550] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 49,16]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 2; POS: 96,73]; 
[Tick #1551] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 50,16]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 2; POS: 96,74]; 
[Tick #1552] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 50,16]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 2; POS: 96,74]; 
[Tick #1553] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 51,16]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 2; POS: 96,75]; 
[Tick #1554] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 51,16]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 2; POS: 96,75]; 
[Tick #1555] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 52,16]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 2; POS: 96,76]; 
[Tick #1556] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 52,16]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 2; POS: 96,76]; 
[Tick #1557] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 53,16]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 2; POS: 96,77]; 
[Tick #1558] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 53,16]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 2; POS: 96,77]; 
[Tick #1559] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 54,16]; Defender #1: [DIR: 2; POS: 96,22]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 2; POS: 96,78]; 
[Tick #1560] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 54,16]; Defender #1: [DIR: 2; POS: 96,22]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 2; POS: 96,78]; 
[Tick #1561] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 55,16]; Defender #1: [DIR: 2; POS: 96,23]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 2; POS: 96,79]; 
[Tick #1562] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 55,16]; Defender #1: [DIR: 2; POS: 96,23]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 2; POS: 96,79]; 
[Tick #1563] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 56,16]; Defender #1: [DIR: 2; POS: 96,24]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 2; POS: 96,80]; 
[Tick #1564] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 56,16]; Defender #1: [DIR: 2; POS: 96,24]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 2; POS: 96,80]; 
[Tick #1565] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 57,16]; Defender #1: [DIR: 2; POS: 96,25]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 2; POS: 96,81]; 
[Tick #1566] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 57,16]; Defender #1: [DIR: 2; POS: 96,25]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 2; POS: 96,81]; 
[Tick #1567] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 58,16]; Defender #1: [DIR: 2; POS: 96,26]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 2; POS: 96,82]; 
[Tick #1568] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 58,16]; Defender #1: [DIR: 2; POS: 96,26]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 2; POS: 96,82]; 
[Tick #1569] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 59,16]; Defender #1: [DIR: 2; POS: 96,27]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 2; POS: 96,83]; 
[Tick #1570] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 59,16]; Defender #1: [DIR: 2; POS: 96,27]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 2; POS: 96,83]; 
[Tick #1571] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 60,16]; Defender #1: [DIR: 2; POS: 96,28]; Defender #2: [DIR: 2; POS: 12,88]; Defender #3: [DIR: 2; POS: 96,84]; 
[Tick #1572] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 60,16]; Defender #1: [DIR: 2; POS: 96,28]; Defender #2: [DIR: 2; POS: 12,88]; Defender #3: [DIR: 2; POS: 96,84]; 
[Tick #1573] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 61,16]; Defender #1: [DIR: 2; POS: 96,29]; Defender #2: [DIR: 2; POS: 12,89]; Defender #3: [DIR: 2; POS: 96,85]; 
[Tick #1574] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 61,16]; Defender #1: [DIR: 2; POS: 96,29]; Defender #2: [DIR: 2; POS: 12,89]; Defender #3: [DIR: 2; POS: 96,85]; 
[Tick #1575] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 62,16]; Defender #1: [DIR: 2; POS: 96,30]; Defender #2: [DIR: 2; POS: 12,90]; Defender #3: [DIR: 2; POS: 96,86]; 
[Tick #1576] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 62,16]; Defender #1: [DIR: 2; POS: 96,30]; Defender #2: [DIR: 2; POS: 12,90]; Defender #3: [DIR: 2; POS: 96,86]; 
[Tick #1577] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 63,16]; Defender #1: [DIR: 2; POS: 96,31]; Defender #2: [DIR: 2; POS: 12,91]; Defender #3: [DIR: 2; POS: 96,87]; 
[Tick #1578] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 63,16]; Defender #1: [DIR: 2; POS: 96,31]; Defender #2: [DIR: 2; POS: 12,91]; Defender #3: [DIR: 2; POS: 96,87]; 
[Tick #1579] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 64,16]; Defender #1: [DIR: 1; POS: 96,32]; Defender #2: [DIR: 3; POS: 12,92]; Defender #3: [DIR: 2; POS: 96,88]; 
[Tick #1580] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 64,16]; Defender #1: [DIR: 1; POS: 96,32]; Defender #2: [DIR: 3; POS: 12,92]; Defender #3: [DIR: 2; POS: 96,88]; 
[Tick #1581] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 65,16]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 3; POS: 11,92]; Defender #3: [DIR: 2; POS: 96,89]; 
[Tick #1582] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 65,16]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 3; POS: 11,92]; Defender #3: [DIR: 2; POS: 96,89]; 
[Tick #1583] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 66,16]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 3; POS: 10,92]; Defender #3: [DIR: 2; POS: 96,90]; 
[Tick #1584] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 66,16]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 3; POS: 10,92]; Defender #3: [DIR: 2; POS: 96,90]; 
[Tick #1585] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 67,16]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 3; POS: 9,92]; Defender #3: [DIR: 2; POS: 96,91]; 
[Tick #1586] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 67,16]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 3; POS: 9,92]; Defender #3: [DIR: 2; POS: 96,91]; 
[Tick #1587] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 68,16]; Defender #1: [DIR: 1; POS: 100,32]; Defender #2: [DIR: 3; POS: 8,92]; Defender #3: [DIR: 1; POS: 96,92]; 
[Tick #1588] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 68,16]; Defender #1: [DIR: 1; POS: 100,32]; Defender #2: [DIR: 3; POS: 8,92]; Defender #3: [DIR: 1; POS: 96,92]; 
[Tick #1589] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 69,16]; Defender #1: [DIR: 1; POS: 101,32]; Defender #2: [DIR: 3; POS: 7,92]; Defender #3: [DIR: 1; POS: 97,92]; 
[Tick #1590] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 69,16]; Defender #1: [DIR: 1; POS: 101,32]; Defender #2: [DIR: 3; POS: 7,92]; Defender #3: [DIR: 1; POS: 97,92]; 
[Tick #1591] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 70,16]; Defender #1: [DIR: 1; POS: 102,32]; Defender #2: [DIR: 3; POS: 6,92]; Defender #3: [DIR: 1; POS: 98,92]; 
[Tick #1592] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 70,16]; Defender #1: [DIR: 1; POS: 102,32]; Defender #2: [DIR: 3; POS: 6,92]; Defender #3: [DIR: 1; POS: 98,92]; 
